Cell,Label,Sex,Sample
1772063074_C02,1_oligodendrocytes,Female,1742
1772062118_E08,1_oligodendrocytes,Male,1743
1772066099_B12,1_oligodendrocytes,Female,1744
1772063077_B07,1_oligodendrocytes,Male,1745
1772066096_C01,1_oligodendrocytes,Female,1746
1772062114_B10,1_oligodendrocytes,Male,1747
1772062113_B09,1_oligodendrocytes,Female,1748
1772062113_D01,1_oligodendrocytes,Male,1749
1772062109_E08,1_oligodendrocytes,Female,1750
1772062113_D08,1_oligodendrocytes,Male,1751
1772062113_G12,1_oligodendrocytes,Female,1752
1772066089_C04,1_oligodendrocytes,Male,1753
1772062115_H08,1_oligodendrocytes,Female,1754
1772062116_F01,1_oligodendrocytes,Male,1755
1772062115_C03,1_oligodendrocytes,Female,1756
1772067076_H05,1_oligodendrocytes,Male,1757
1772062115_G07,1_oligodendrocytes,Female,1758
1772066108_H05,1_oligodendrocytes,Male,1759
1772066089_E05,1_oligodendrocytes,Female,1760
1772062118_G05,1_oligodendrocytes,Male,1761
1772071041_E05,1_oligodendrocytes,Female,1762
1772063061_H11,1_oligodendrocytes,Male,1763
1772067054_A11,1_oligodendrocytes,Female,1764
1772067065_G08,1_oligodendrocytes,Male,1765
1772071040_D02,1_oligodendrocytes,Female,1766
1772071041_G10,1_oligodendrocytes,Male,1767
1772067066_C04,1_oligodendrocytes,Female,1768
1772071041_F05,1_oligodendrocytes,Male,1769
1772063070_E07,1_oligodendrocytes,Female,1770
1772063070_H07,1_oligodendrocytes,Male,1771
1772071041_F06,1_oligodendrocytes,Female,1772
1772067066_B04,1_oligodendrocytes,Male,1773
1772067060_G06,1_oligodendrocytes,Female,1774
1772067074_F09,1_oligodendrocytes,Male,1775
1772071040_C12,1_oligodendrocytes,Female,1776
1772071040_C10,1_oligodendrocytes,Male,1777
1772058148_G09,1_oligodendrocytes,Female,1778
1772067066_H05,1_oligodendrocytes,Male,1779
1772067059_D11,1_oligodendrocytes,Female,1780
1772066110_A04,1_oligodendrocytes,Male,1781
1772067064_G04,1_oligodendrocytes,Female,1782
1772067064_H01,1_oligodendrocytes,Male,1783
1772067073_D10,1_oligodendrocytes,Female,1784
1772067073_F06,1_oligodendrocytes,Male,1785
1772071041_D10,1_oligodendrocytes,Female,1786
1772058148_F07,1_oligodendrocytes,Male,1787
1772067069_D04,1_oligodendrocytes,Female,1788
1772058148_A01,1_oligodendrocytes,Male,1789
1772058148_G08,1_oligodendrocytes,Female,1790
1772067064_B10,1_oligodendrocytes,Male,1791
1772071036_G02,1_oligodendrocytes,Female,1792
1772063070_G01,1_oligodendrocytes,Male,1793
1772067070_H09,1_oligodendrocytes,Female,1794
1772058148_G11,1_oligodendrocytes,Male,1795
1772067066_E12,1_oligodendrocytes,Female,1796
1772067064_D10,1_oligodendrocytes,Male,1797
1772067063_B07,1_oligodendrocytes,Female,1798
1772062118_D03,1_oligodendrocytes,Male,1799
1772067074_F05,1_oligodendrocytes,Female,1800
1772071040_C04,1_oligodendrocytes,Male,1801
1772063070_C06,1_oligodendrocytes,Female,1802
1772058148_A03,1_oligodendrocytes,Male,1803
1772058148_B08,1_oligodendrocytes,Female,1804
1772058148_D07,1_oligodendrocytes,Male,1805
1772067073_C02,1_oligodendrocytes,Female,1806
1772067073_G10,1_oligodendrocytes,Male,1807
1772062116_C06,1_oligodendrocytes,Female,1808
1772062116_A02,1_oligodendrocytes,Male,1809
1772062116_G03,1_oligodendrocytes,Female,1810
1772062118_D02,1_oligodendrocytes,Male,1811
1772067073_E11,1_oligodendrocytes,Female,1812
1772063062_B03,1_oligodendrocytes,Male,1813
1772071040_A06,1_oligodendrocytes,Female,1814
1772058148_F02,1_oligodendrocytes,Male,1815
1772058148_A10,1_oligodendrocytes,Female,1816
1772067074_D12,1_oligodendrocytes,Male,1817
1772066080_B04,1_oligodendrocytes,Female,1818
1772062116_F05,1_oligodendrocytes,Male,1819
1772067074_E11,1_oligodendrocytes,Female,1820
1772067064_B06,1_oligodendrocytes,Male,1821
1772067073_D01,1_oligodendrocytes,Female,1822
1772067069_A09,1_oligodendrocytes,Male,1823
1772071041_D06,1_oligodendrocytes,Female,1824
1772071040_H06,1_oligodendrocytes,Male,1825
1772071040_H10,1_oligodendrocytes,Female,1826
1772062111_B11,1_oligodendrocytes,Male,1827
1772067064_C08,1_oligodendrocytes,Female,1828
1772067069_A02,1_oligodendrocytes,Male,1829
1772060240_H04,1_oligodendrocytes,Female,1830
1772062116_B06,1_oligodendrocytes,Male,1831
1772063063_H07,1_oligodendrocytes,Female,1832
1772067074_A11,1_oligodendrocytes,Male,1833
1772062111_B02,1_oligodendrocytes,Female,1834
1772067074_F04,1_oligodendrocytes,Male,1835
1772063063_D08,1_oligodendrocytes,Female,1836
1772071040_G11,1_oligodendrocytes,Male,1837
1772063063_G10,1_oligodendrocytes,Female,1838
1772071040_D04,1_oligodendrocytes,Male,1839
1772062118_C04,1_oligodendrocytes,Female,1840
1772062109_C12,1_oligodendrocytes,Male,1841
1772062109_H04,1_oligodendrocytes,Female,1842
1772071040_G05,1_oligodendrocytes,Male,1843
1772060240_F06,1_oligodendrocytes,Female,1844
1772071040_C11,1_oligodendrocytes,Male,1845
1772067064_C10,1_oligodendrocytes,Female,1846
1772063070_G06,1_oligodendrocytes,Male,1847
1772062128_H02,1_oligodendrocytes,Female,1848
1772062128_D03,1_oligodendrocytes,Male,1849
1772063061_B12,1_oligodendrocytes,Female,1850
1772058148_C02,1_oligodendrocytes,Male,1851
1772062116_C11,1_oligodendrocytes,Female,1852
1772063061_F04,1_oligodendrocytes,Male,1853
1772060225_D12,1_oligodendrocytes,Female,1854
1772058177_C06,1_oligodendrocytes,Male,1855
1772060240_B12,1_oligodendrocytes,Female,1856
1772062113_B06,1_oligodendrocytes,Male,1857
1772062114_H12,1_oligodendrocytes,Female,1858
1772063062_A06,1_oligodendrocytes,Male,1859
1772062109_G05,1_oligodendrocytes,Female,1860
1772063079_C12,1_oligodendrocytes,Male,1861
1772062116_G06,1_oligodendrocytes,Female,1862
1772062113_G01,1_oligodendrocytes,Male,1863
1772062113_F02,1_oligodendrocytes,Female,1864
1772062113_B01,1_oligodendrocytes,Male,1865
1772062111_C09,1_oligodendrocytes,Female,1866
1772062111_G02,1_oligodendrocytes,Male,1867
1772060224_A07,1_oligodendrocytes,Female,1868
1772062113_F07,1_oligodendrocytes,Male,1869
1772062114_F03,1_oligodendrocytes,Female,1870
1772062111_D11,1_oligodendrocytes,Male,1871
1772058171_F05,1_oligodendrocytes,Female,1872
1772062111_E03,1_oligodendrocytes,Male,1873
1772062113_A05,1_oligodendrocytes,Female,1874
1772060224_C04,1_oligodendrocytes,Male,1875
1772058171_G08,1_oligodendrocytes,Female,1876
1772062113_B04,1_oligodendrocytes,Male,1877
1772062113_D09,1_oligodendrocytes,Female,1878
1772062109_C07,1_oligodendrocytes,Male,1879
1772062109_F01,1_oligodendrocytes,Female,1880
1772062113_G11,1_oligodendrocytes,Male,1881
1772062114_A03,1_oligodendrocytes,Female,1882
1772058177_A02,1_oligodendrocytes,Male,1883
1772058171_C03,1_oligodendrocytes,Female,1884
1772062109_A07,1_oligodendrocytes,Male,1885
1772063061_A07,1_oligodendrocytes,Female,1886
1772062111_G01,1_oligodendrocytes,Male,1887
1772058171_C12,1_oligodendrocytes,Female,1888
1772058171_D10,1_oligodendrocytes,Male,1889
1772062109_B01,1_oligodendrocytes,Female,1890
1772063079_F07,1_oligodendrocytes,Male,1891
1772058171_H02,1_oligodendrocytes,Female,1892
1772062128_H11,1_oligodendrocytes,Male,1893
1772066108_D06,1_oligodendrocytes,Female,1894
1772062111_D05,1_oligodendrocytes,Male,1895
1772062113_C03,1_oligodendrocytes,Female,1896
1772062116_B12,1_oligodendrocytes,Male,1897
1772062118_F02,1_oligodendrocytes,Female,1898
1772062114_C07,1_oligodendrocytes,Male,1899
1772067057_B03,1_oligodendrocytes,Female,1900
1772062118_F08,1_oligodendrocytes,Male,1901
1772062114_B03,1_oligodendrocytes,Female,1902
1772058171_D06,1_oligodendrocytes,Male,1903
1772063062_C10,1_oligodendrocytes,Female,1904
1772058171_C09,1_oligodendrocytes,Male,1905
1772063062_C07,1_oligodendrocytes,Female,1906
1772062116_E08,1_oligodendrocytes,Male,1907
1772062116_E07,1_oligodendrocytes,Female,1908
1772062113_B03,1_oligodendrocytes,Male,1909
1772062116_A09,1_oligodendrocytes,Female,1910
1772062114_E11,1_oligodendrocytes,Male,1911
1772062128_H05,1_oligodendrocytes,Female,1912
1772058148_A06,1_oligodendrocytes,Male,1913
1772062111_G11,1_oligodendrocytes,Female,1914
1772062113_A01,1_oligodendrocytes,Male,1915
1772060224_G06,1_oligodendrocytes,Female,1916
1772062109_A12,1_oligodendrocytes,Male,1917
1772062115_B06,1_oligodendrocytes,Female,1918
1772066108_G12,1_oligodendrocytes,Male,1919
1772071040_D12,1_oligodendrocytes,Female,1920
1772058171_F06,1_oligodendrocytes,Male,1921
1772063063_D06,1_oligodendrocytes,Female,1922
1772062116_D04,1_oligodendrocytes,Male,1923
1772063064_D06,1_oligodendrocytes,Female,1924
1772063074_G12,1_oligodendrocytes,Male,1925
1772062113_A02,1_oligodendrocytes,Female,1926
1772058148_A04,1_oligodendrocytes,Male,1927
1772062113_A12,1_oligodendrocytes,Female,1928
1772063062_H08,1_oligodendrocytes,Male,1929
1772063063_B06,1_oligodendrocytes,Female,1930
1772062113_F03,1_oligodendrocytes,Male,1931
1772062109_C03,1_oligodendrocytes,Female,1932
1772062116_F04,1_oligodendrocytes,Male,1933
1772063062_G01,1_oligodendrocytes,Female,1934
1772062116_E02,1_oligodendrocytes,Male,1935
1772063062_C01,1_oligodendrocytes,Female,1936
1772063074_H11,1_oligodendrocytes,Male,1937
1772063079_D07,1_oligodendrocytes,Female,1938
1772071040_G04,1_oligodendrocytes,Male,1939
1772063063_A01,1_oligodendrocytes,Female,1940
1772063063_A12,1_oligodendrocytes,Male,1941
1772071014_D12,1_oligodendrocytes,Female,1942
1772062109_A09,1_oligodendrocytes,Male,1943
1772067069_G04,1_oligodendrocytes,Female,1944
1772062111_E11,1_oligodendrocytes,Male,1945
1772063074_A11,1_oligodendrocytes,Female,1946
1772063062_G11,1_oligodendrocytes,Male,1947
1772062118_H04,1_oligodendrocytes,Female,1948
1772062109_F04,1_oligodendrocytes,Male,1949
1772060240_C04,1_oligodendrocytes,Female,1950
1772067074_F06,1_oligodendrocytes,Male,1951
1772063063_B10,1_oligodendrocytes,Female,1952
1772071041_A08,1_oligodendrocytes,Male,1953
1772063062_B04,1_oligodendrocytes,Female,1954
1772066097_B12,1_oligodendrocytes,Male,1955
1772062114_E05,1_oligodendrocytes,Female,1956
1772063077_D02,1_oligodendrocytes,Male,1957
1772060240_G11,1_oligodendrocytes,Female,1958
1772063074_C12,1_oligodendrocytes,Male,1959
1772062118_H10,1_oligodendrocytes,Female,1960
1772060224_H04,1_oligodendrocytes,Male,1961
1772060240_F04,1_oligodendrocytes,Female,1962
1772063062_F12,1_oligodendrocytes,Male,1963
1772062115_D05,1_oligodendrocytes,Female,1964
1772071040_D05,1_oligodendrocytes,Male,1965
1772063074_G07,1_oligodendrocytes,Female,1966
1772063063_G02,1_oligodendrocytes,Male,1967
1772063061_G08,1_oligodendrocytes,Female,1968
1772063061_D10,1_oligodendrocytes,Male,1969
1772062114_E06,1_oligodendrocytes,Female,1970
1772062111_E04,1_oligodendrocytes,Male,1971
1772060224_H05,1_oligodendrocytes,Female,1972
1772063062_D05,1_oligodendrocytes,Male,1973
1772063061_D01,1_oligodendrocytes,Female,1974
1772060240_F02,1_oligodendrocytes,Male,1975
1772062114_F05,1_oligodendrocytes,Female,1976
1772071041_A12,1_oligodendrocytes,Male,1977
1772062116_H05,1_oligodendrocytes,Female,1978
1772063062_G05,1_oligodendrocytes,Male,1979
1772063062_E08,1_oligodendrocytes,Female,1980
1772063062_E11,1_oligodendrocytes,Male,1981
1772062118_C01,1_oligodendrocytes,Female,1982
1772071040_A08,1_oligodendrocytes,Male,1983
1772062128_A01,1_oligodendrocytes,Female,1984
1772063078_H04,1_oligodendrocytes,Male,1985
1772063063_C10,1_oligodendrocytes,Female,1986
1772062113_G09,1_oligodendrocytes,Male,1987
1772062115_E01,1_oligodendrocytes,Female,1988
1772063074_F10,1_oligodendrocytes,Male,1989
1772063068_D10,1_oligodendrocytes,Female,1990
1772063062_E01,1_oligodendrocytes,Male,1991
1772063063_B11,1_oligodendrocytes,Female,1992
1772063062_A08,1_oligodendrocytes,Male,1993
1772060225_E02,1_oligodendrocytes,Female,1994
1772063061_F05,1_oligodendrocytes,Male,1995
1772071041_A10,1_oligodendrocytes,Female,1996
1772062118_A03,1_oligodendrocytes,Male,1997
1772063079_F04,1_oligodendrocytes,Female,1998
1772071041_B04,1_oligodendrocytes,Male,1999
1772062116_A11,1_oligodendrocytes,Female,2000
1772062118_B03,1_oligodendrocytes,Male,2001
1772063061_G11,1_oligodendrocytes,Female,2002
1772063061_D12,1_oligodendrocytes,Male,2003
1772063078_B01,1_oligodendrocytes,Female,2004
1772062113_B11,1_oligodendrocytes,Male,2005
1772062115_A04,1_oligodendrocytes,Female,2006
1772060225_G01,1_oligodendrocytes,Male,2007
1772066098_A04,1_oligodendrocytes,Female,2008
1772063078_E11,1_oligodendrocytes,Male,2009
1772066098_B04,1_oligodendrocytes,Female,2010
1772060225_C05,1_oligodendrocytes,Male,2011
1772062115_D04,1_oligodendrocytes,Female,2012
1772063078_B06,1_oligodendrocytes,Male,2013
1772062118_F10,1_oligodendrocytes,Female,2014
1772063068_G06,1_oligodendrocytes,Male,2015
1772063078_C07,1_oligodendrocytes,Female,2016
1772063078_B07,1_oligodendrocytes,Male,2017
1772062113_A08,1_oligodendrocytes,Female,2018
1772062115_C06,1_oligodendrocytes,Male,2019
1772060225_C11,1_oligodendrocytes,Female,2020
1772063077_E09,1_oligodendrocytes,Male,2021
1772063074_A04,1_oligodendrocytes,Female,2022
1772063074_G04,1_oligodendrocytes,Male,2023
1772062115_B10,1_oligodendrocytes,Female,2024
1772060225_G04,1_oligodendrocytes,Male,2025
1772060224_A11,1_oligodendrocytes,Female,2026
1772060224_B03,1_oligodendrocytes,Male,2027
1772060224_C10,1_oligodendrocytes,Female,2028
1772062115_C04,1_oligodendrocytes,Male,2029
1772062111_B04,1_oligodendrocytes,Female,2030
1772060225_C07,1_oligodendrocytes,Male,2031
1772062114_B09,1_oligodendrocytes,Female,2032
1772063062_F03,1_oligodendrocytes,Male,2033
1772063078_F05,1_oligodendrocytes,Female,2034
1772063078_C09,1_oligodendrocytes,Male,2035
1772060240_F10,1_oligodendrocytes,Female,2036
1772062116_E04,1_oligodendrocytes,Male,2037
1772063078_C08,1_oligodendrocytes,Female,2038
1772063078_F02,1_oligodendrocytes,Male,2039
1772063078_B11,1_oligodendrocytes,Female,2040
1772062115_A02,1_oligodendrocytes,Male,2041
1772060224_D03,1_oligodendrocytes,Female,2042
1772062111_A12,1_oligodendrocytes,Male,2043
1772063078_F11,1_oligodendrocytes,Female,2044
1772066080_D05,1_oligodendrocytes,Male,2045
1772060240_G10,1_oligodendrocytes,Female,2046
1772062116_E01,1_oligodendrocytes,Male,2047
1772060225_G06,1_oligodendrocytes,Female,2048
1772060240_A12,1_oligodendrocytes,Male,2049
1772063079_C01,1_oligodendrocytes,Female,2050
1772060224_A06,1_oligodendrocytes,Male,2051
1772063061_H10,1_oligodendrocytes,Female,2052
1772062114_D06,1_oligodendrocytes,Male,2053
1772066096_C04,1_oligodendrocytes,Female,2054
1772063061_C05,1_oligodendrocytes,Male,2055
1772060225_F12,1_oligodendrocytes,Female,2056
1772063061_E08,1_oligodendrocytes,Male,2057
1772062118_E02,1_oligodendrocytes,Female,2058
1772062114_H05,1_oligodendrocytes,Male,2059
1772063061_C03,1_oligodendrocytes,Female,2060
1772062114_H10,1_oligodendrocytes,Male,2061
1772062115_A06,1_oligodendrocytes,Female,2062
1772062114_B12,1_oligodendrocytes,Male,2063
1772063079_E08,1_oligodendrocytes,Female,2064
1772063061_B11,1_oligodendrocytes,Male,2065
1772063061_F11,1_oligodendrocytes,Female,2066
1772066070_C12,1_oligodendrocytes,Male,2067
1772062114_A08,1_oligodendrocytes,Female,2068
1772063078_G08,1_oligodendrocytes,Male,2069
1772063074_A09,1_oligodendrocytes,Female,2070
1772060225_B12,1_oligodendrocytes,Male,2071
1772063079_A06,1_oligodendrocytes,Female,2072
1772063077_D09,1_oligodendrocytes,Male,2073
1772060224_A02,1_oligodendrocytes,Female,2074
1772062118_B05,1_oligodendrocytes,Male,2075
1772060225_F09,1_oligodendrocytes,Female,2076
1772063074_G10,1_oligodendrocytes,Male,2077
1772063079_A12,1_oligodendrocytes,Female,2078
1772063079_D01,1_oligodendrocytes,Male,2079
1772063074_F12,1_oligodendrocytes,Female,2080
1772067073_A08,1_oligodendrocytes,Male,2081
1772063077_C01,1_oligodendrocytes,Female,2082
1772060225_A12,1_oligodendrocytes,Male,2083
1772063079_F09,1_oligodendrocytes,Female,2084
1772063078_A03,1_oligodendrocytes,Male,2085
1772062114_H04,1_oligodendrocytes,Female,2086
1772062115_D03,1_oligodendrocytes,Male,2087
1772063064_E03,1_oligodendrocytes,Female,2088
1772063079_D08,1_oligodendrocytes,Male,2089
1772060224_E09,1_oligodendrocytes,Female,2090
1772063079_H03,1_oligodendrocytes,Male,2091
1772062111_H07,1_oligodendrocytes,Female,2092
1772060224_H11,1_oligodendrocytes,Male,2093
1772063074_H10,1_oligodendrocytes,Female,2094
1772063064_D09,1_oligodendrocytes,Male,2095
1772066089_F12,1_oligodendrocytes,Female,2096
1772062116_F10,1_oligodendrocytes,Male,2097
1772063078_E03,1_oligodendrocytes,Female,2098
1772060224_B05,1_oligodendrocytes,Male,2099
1772060224_D01,1_oligodendrocytes,Female,2100
1772063079_D09,1_oligodendrocytes,Male,2101
1772063063_H08,1_oligodendrocytes,Female,2102
1772060225_G07,1_oligodendrocytes,Male,2103
1772060226_D12,1_oligodendrocytes,Female,2104
1772063062_D01,1_oligodendrocytes,Male,2105
1772063064_H11,1_oligodendrocytes,Female,2106
1772062114_D10,1_oligodendrocytes,Male,2107
1772060225_H12,1_oligodendrocytes,Female,2108
1772060226_A01,1_oligodendrocytes,Male,2109
1772060226_A11,1_oligodendrocytes,Female,2110
1772060226_D01,1_oligodendrocytes,Male,2111
1772060226_D11,1_oligodendrocytes,Female,2112
1772060225_D07,1_oligodendrocytes,Male,2113
1772060226_F06,1_oligodendrocytes,Female,2114
1772060226_A07,1_oligodendrocytes,Male,2115
1772060226_D03,1_oligodendrocytes,Female,2116
1772060226_D04,1_oligodendrocytes,Male,2117
1772060226_E10,1_oligodendrocytes,Female,2118
1772060226_B11,1_oligodendrocytes,Male,2119
1772060226_A08,1_oligodendrocytes,Female,2120
1772060226_G04,1_oligodendrocytes,Male,2121
1772060226_H11,1_oligodendrocytes,Female,2122
1772060226_G06,1_oligodendrocytes,Male,2123
1772060226_H04,1_oligodendrocytes,Female,2124
1772060226_G11,1_oligodendrocytes,Male,2125
1772060226_F04,1_oligodendrocytes,Female,2126
1772060226_F08,1_oligodendrocytes,Male,2127
1772060226_C07,1_oligodendrocytes,Female,2128
1772060226_B03,1_oligodendrocytes,Male,2129
1772060226_G05,1_oligodendrocytes,Female,2130
1772060226_A12,1_oligodendrocytes,Male,2131
1772063065_F12,1_oligodendrocytes,Female,2132
1772060226_B04,1_oligodendrocytes,Male,2133
1772060226_B10,1_oligodendrocytes,Female,2134
1772062114_A06,1_oligodendrocytes,Male,2135
1772060226_C04,1_oligodendrocytes,Female,2136
1772060226_H01,1_oligodendrocytes,Male,2137
1772060226_B07,1_oligodendrocytes,Female,2138
1772062115_E11,1_oligodendrocytes,Male,2139
1772060226_G10,1_oligodendrocytes,Female,2140
1772060226_A06,1_oligodendrocytes,Male,2141
1772060226_B02,1_oligodendrocytes,Female,2142
1772060226_E05,1_oligodendrocytes,Male,2143
1772060226_C03,1_oligodendrocytes,Female,2144
1772060226_E12,1_oligodendrocytes,Male,2145
1772060226_D06,1_oligodendrocytes,Female,2146
1772060226_A10,1_oligodendrocytes,Male,2147
1772060226_E11,1_oligodendrocytes,Female,2148
1772060226_B12,1_oligodendrocytes,Male,2149
1772060225_E12,1_oligodendrocytes,Female,2150
1772062115_E07,1_oligodendrocytes,Male,2151
1772063068_F10,1_oligodendrocytes,Female,2152
1772062111_B05,1_oligodendrocytes,Male,2153
1772062111_C06,1_oligodendrocytes,Female,2154
1772063065_H06,1_oligodendrocytes,Male,2155
1772062111_C02,1_oligodendrocytes,Female,2156
1772060225_B06,1_oligodendrocytes,Male,2157
1772062128_E11,1_oligodendrocytes,Female,2158
1772058148_B06,1_oligodendrocytes,Male,2159
1772063079_E02,1_oligodendrocytes,Female,2160
1772060225_A07,1_oligodendrocytes,Male,2161
1772066100_F06,1_oligodendrocytes,Female,2162
1772063074_A12,1_oligodendrocytes,Male,2163
1772062118_G06,1_oligodendrocytes,Female,2164
1772062114_F08,1_oligodendrocytes,Male,2165
1772062115_C10,1_oligodendrocytes,Female,2166
1772062128_C05,1_oligodendrocytes,Male,2167
1772063077_F04,1_oligodendrocytes,Female,2168
1772060225_H10,1_oligodendrocytes,Male,2169
1772063074_H05,1_oligodendrocytes,Female,2170
1772060224_A01,1_oligodendrocytes,Male,2171
1772060225_C02,1_oligodendrocytes,Female,2172
1772062109_F08,1_oligodendrocytes,Male,2173
1772062115_G04,1_oligodendrocytes,Female,2174
1772060225_D08,1_oligodendrocytes,Male,2175
1772062115_F05,1_oligodendrocytes,Female,2176
1772060224_B08,1_oligodendrocytes,Male,2177
1772062115_B03,1_oligodendrocytes,Female,2178
1772063074_C03,1_oligodendrocytes,Male,2179
1772062113_E10,1_oligodendrocytes,Female,2180
1772063068_A09,1_oligodendrocytes,Male,2181
1772060224_F03,1_oligodendrocytes,Female,2182
1772062128_G11,1_oligodendrocytes,Male,2183
1772060225_C04,1_oligodendrocytes,Female,2184
1772060225_D09,1_oligodendrocytes,Male,2185
1772062113_C09,1_oligodendrocytes,Female,2186
1772062128_B04,1_oligodendrocytes,Male,2187
1772063062_F08,1_oligodendrocytes,Female,2188
1772063068_E05,1_oligodendrocytes,Male,2189
1772062114_C06,1_oligodendrocytes,Female,2190
1772060224_C08,1_oligodendrocytes,Male,2191
1772063061_D05,1_oligodendrocytes,Female,2192
1772062109_D10,1_oligodendrocytes,Male,2193
1772063077_A12,1_oligodendrocytes,Female,2194
1772063078_D05,1_oligodendrocytes,Male,2195
1772063078_B08,1_oligodendrocytes,Female,2196
1772063071_A05,1_oligodendrocytes,Male,2197
1772063078_A09,1_oligodendrocytes,Female,2198
1772063062_D10,1_oligodendrocytes,Male,2199
1772063065_D03,1_oligodendrocytes,Female,2200
1772063079_G07,1_oligodendrocytes,Male,2201
1772066095_A03,1_oligodendrocytes,Female,2202
1772066098_A11,1_oligodendrocytes,Male,2203
1772063068_B05,1_oligodendrocytes,Female,2204
1772063077_D10,1_oligodendrocytes,Male,2205
1772063068_F06,1_oligodendrocytes,Female,2206
1772063078_G01,1_oligodendrocytes,Male,2207
1772063065_B03,1_oligodendrocytes,Female,2208
1772062109_C11,1_oligodendrocytes,Male,2209
1772063078_D09,1_oligodendrocytes,Female,2210
1772066077_A03,1_oligodendrocytes,Male,2211
1772063065_H08,1_oligodendrocytes,Female,2212
1772063062_D08,1_oligodendrocytes,Male,2213
1772063074_E01,1_oligodendrocytes,Female,2214
1772062111_G04,1_oligodendrocytes,Male,2215
1772063064_G09,1_oligodendrocytes,Female,2216
1772067070_C09,1_oligodendrocytes,Male,2217
1772060225_D06,1_oligodendrocytes,Female,2218
1772062109_B11,1_oligodendrocytes,Male,2219
1772062115_A10,1_oligodendrocytes,Female,2220
1772062118_D10,1_oligodendrocytes,Male,2221
1772063068_H06,1_oligodendrocytes,Female,2222
1772062111_A10,1_oligodendrocytes,Male,2223
1772063065_A02,1_oligodendrocytes,Female,2224
1772066098_F01,1_oligodendrocytes,Male,2225
1772066070_B06,1_oligodendrocytes,Female,2226
1772066097_D10,1_oligodendrocytes,Male,2227
1772063062_F09,1_oligodendrocytes,Female,2228
1772066098_A03,1_oligodendrocytes,Male,2229
1772063062_F01,1_oligodendrocytes,Female,2230
1772066098_D10,1_oligodendrocytes,Male,2231
1772066074_A08,1_oligodendrocytes,Female,2232
1772066101_H08,1_oligodendrocytes,Male,2233
1772060226_H10,1_oligodendrocytes,Female,2234
1772066098_E12,1_oligodendrocytes,Male,2235
1772062118_H05,1_oligodendrocytes,Female,2236
1772062118_B06,1_oligodendrocytes,Male,2237
1772066098_C06,1_oligodendrocytes,Female,2238
1772066095_F09,1_oligodendrocytes,Male,2239
1772067059_A01,1_oligodendrocytes,Female,2240
1772062116_F08,1_oligodendrocytes,Male,2241
1772071035_A02,1_oligodendrocytes,Female,2242
1772067074_A01,1_oligodendrocytes,Male,2243
1772062111_E08,1_oligodendrocytes,Female,2244
1772063078_D12,1_oligodendrocytes,Male,2245
1772062111_C03,1_oligodendrocytes,Female,2246
1772067094_E11,1_oligodendrocytes,Male,2247
1772062111_D09,1_oligodendrocytes,Female,2248
1772067058_A10,1_oligodendrocytes,Male,2249
1772062118_C07,1_oligodendrocytes,Female,2250
1772063079_H01,1_oligodendrocytes,Male,2251
1772063063_E02,1_oligodendrocytes,Female,2252
1772058171_E06,1_oligodendrocytes,Male,2253
1772066108_E05,1_oligodendrocytes,Female,2254
1772062128_H08,1_oligodendrocytes,Male,2255
1772066104_C11,1_oligodendrocytes,Female,2256
1772063063_C08,1_oligodendrocytes,Male,2257
1772066102_A05,1_oligodendrocytes,Female,2258
1772062118_H03,1_oligodendrocytes,Male,2259
1772063074_E07,1_oligodendrocytes,Female,2260
1772067094_F05,1_oligodendrocytes,Male,2261
1772063063_A04,1_oligodendrocytes,Female,2262
1772067083_C11,1_oligodendrocytes,Male,2263
1772067060_F01,1_oligodendrocytes,Female,2264
1772058148_G01,1_oligodendrocytes,Male,2265
1772058148_E07,1_oligodendrocytes,Female,2266
1772067058_D12,1_oligodendrocytes,Male,2267
1772063061_E07,1_oligodendrocytes,Female,2268
1772067054_A06,1_oligodendrocytes,Male,2269
1772062128_E09,1_oligodendrocytes,Female,2270
1772066107_E11,1_oligodendrocytes,Male,2271
1772067054_C12,1_oligodendrocytes,Female,2272
1772067070_C12,1_oligodendrocytes,Male,2273
1772062128_G02,1_oligodendrocytes,Female,2274
1772071045_D02,1_oligodendrocytes,Male,2275
1772058177_D06,1_oligodendrocytes,Female,2276
1772058177_F03,1_oligodendrocytes,Male,2277
1772062128_E12,1_oligodendrocytes,Female,2278
1772062128_F09,1_oligodendrocytes,Male,2279
1772058177_D08,1_oligodendrocytes,Female,2280
1772062118_A05,1_oligodendrocytes,Male,2281
1772063063_E06,1_oligodendrocytes,Female,2282
1772066070_G10,1_oligodendrocytes,Male,2283
1772062128_C01,1_oligodendrocytes,Female,2284
1772071045_E11,1_oligodendrocytes,Male,2285
1772066076_G06,1_oligodendrocytes,Female,2286
1772066103_H11,1_oligodendrocytes,Male,2287
1772063063_E05,1_oligodendrocytes,Female,2288
1772071045_F05,1_oligodendrocytes,Male,2289
1772066076_B12,1_oligodendrocytes,Female,2290
1772067058_F10,1_oligodendrocytes,Male,2291
1772062128_D09,1_oligodendrocytes,Female,2292
1772067064_A09,1_oligodendrocytes,Male,2293
1772067054_F08,1_oligodendrocytes,Female,2294
1772067096_F04,1_oligodendrocytes,Male,2295
1772067059_C11,1_oligodendrocytes,Female,2296
1772066096_G11,1_oligodendrocytes,Male,2297
1772062115_G11,1_oligodendrocytes,Female,2298
1772067076_B09,1_oligodendrocytes,Male,2299
1772063063_A11,1_oligodendrocytes,Female,2300
